"","verslagjaar","okvk","organisatie","wnMedew","wnFTE","wTijd","wPnil","wPnilKosten","wGemContr","wInstroom","wUitstroom","wDoorstroom","wnStag","wnVrijw","wNiv1","wNiv2","wNiv3","wNiv4","wNiv5","wNiv6","wBdnst","wOvPers","wLling","wFTEperCt","wVerzuimPerc","wVerzuimFreq","tTijd","tPnil","tPnilKosten","tGemContr","tInstroom","tUitstroom","tDoorstroom","tNiv1","tNiv2","tNiv3","tNiv4","tNiv5","tNiv6","tBdnst","tOvPers","tLling","tFTEperCt","tVerzuimPerc","tVerzuimFreq","nTijd","nPnil","nPnilKosten","nGemContr","nInstroom","nUitstroom","nDoorstroom","nNiv1","nNiv2","nNiv3","nNiv4","nNiv5","nNiv6","nBdnst","nOvPers","nLling","nFTEperCt","nVerzuimPerc","nVerzuimFreq"
"853",2020,"41151188","Stichting Woonzorgcentra Haaglanden",2014,1427,11.12,6.8,9.97,0.71,19,14.05,5.05,526,1089,27.05,17.59,24.81,5.68,0.07,1.05,7.85,3.57,12.33,1.11,10.7,1.64,229,97,6980350,1427,380,281,101,386,251,354,81,1,15,112,51,176,1427,55884,3303,2059,1427,69981432,2014,2001,2001,2001,1427,1427,1427,1427,1427,1427,1427,1427,1427,1280,522282,2014
"854",2020,"41080557","Stichting Woonzorgcentrum De Annenborch",135,81.8,12,2.04,6.95,0.61,25.48,26.25,2.32,19,112,0,35.13,40.05,3.68,2.97,0,0,0,6.89,0.89,17.2,1.21,15,2,278781,82,33,34,3,0,29,33,3,2,0,0,0,6,82,5134,163,125,82,4008991,135,130,130,130,82,82,82,82,82,82,82,82,82,92,29857,135
"855",2020,"41076731","Stichting Woonzorgcentrum De Beyart",300,150.11,38,1.95,4.2,0.5,17.41,29.26,8.52,18,65,7.57,8.23,27.43,5.38,2.76,0,0,0,7.47,1.43,9.56,0.74,114,3,348175,150,47,79,23,11,12,41,8,4,0,0,0,11,150,5232,222,300,150,8287803,300,270,270,270,150,150,150,150,150,150,150,150,150,105,54719,300
"856",2020,"41103368","Stichting Woonzorgcentrum Raffy-Leystroom",322,184.43,33.85,8.08,9.07,0.57,22.39,19.31,4.63,55,225,12.45,17.76,38.03,13.23,2.25,0,1.63,1.76,12.9,0.98,8.64,1.22,109,15,780683,184,58,50,12,23,33,70,24,4,0,3,3,24,184,11291,393,322,184,8604447,322,259,259,259,184,184,184,184,184,184,184,184,184,187,130683,322
"857",2020,"41241831","Stichting Woonzorggroep Samen",832,562.85,21.48,1.53,3.73,0.68,10.82,11.9,15.26,31,619,4.78,16.39,46.6,4.32,4.29,0.47,3.65,6.73,12.77,1.03,6,0.9,177,9,1032868,563,90,99,127,27,92,262,24,24,3,21,38,72,563,6,750,824,563,27662501,832,832,832,832,563,563,563,563,563,563,563,563,563,544,100,832
"858",2020,"41114148","Stichting Wvo Zorg",832,494.72,14.06,1.34,2.62,0.59,22.63,19.94,4.28,178,745,20.13,10,42.62,10.05,0,0,7.19,3.62,6.4,1.16,NA,0.92,122,7,593861,495,185,163,35,100,49,211,50,0,0,36,18,32,495,NA,765,868,495,22692793,832,818,818,818,495,495,495,495,495,495,495,495,495,426,NA,832
"859",2020,"41013557","Stichting Zinn (Zorgorganisatie In Noord Nederland)",1276,739,7.9,0.29,0.66,0.58,24.85,15.86,6.45,82,492,20.43,14.38,38.34,8.61,3.34,0,7.58,2.58,4.74,1.02,7.54,0.96,106,2,283567,739,343,219,89,151,106,283,64,25,0,56,19,35,739,19912,1230,1342,739,43240305,1276,1381,1381,1381,739,739,739,739,739,739,739,739,739,721,264030,1276
"860",2020,"9202321","Stichting Zinzia Zorggroep",710,371.15,16.37,17.15,25.21,0.52,42.08,16.02,9.86,114,604,10.51,15.87,37.56,14.37,2.61,0.27,10.84,1.12,6.84,0.8,8.25,0.86,100,64,5633,371,239,91,56,39,59,139,53,10,1,40,4,25,371,11682,613,611,371,22341,710,568,568,568,371,371,371,371,371,371,371,371,371,466,141564,710
"861",2020,"1143871","Stichting Zonnehuisgroep Noord",1043,694.85,26.85,2.33,2.94,0.67,23.63,20.9,16.95,124,779,9.07,12.71,49.78,16.13,8,0,4.3,0,0,1.15,9.51,0.76,280,16,1053270,695,251,222,180,63,88,346,112,56,0,30,0,0,695,18156,793,1043,695,35811000,1043,1062,1062,1062,695,695,695,695,695,695,695,695,695,602,190922,1043
"862",2020,"24330016","Stichting Zonnehuisgroep Vlaardingen",955,619.23,17.17,4.08,7.84,0.65,21.39,28.04,2.6,56,616,1.61,13.4,30.68,13.24,3.23,0,6.94,0,10.01,1.5,7.86,1.04,164,25,2846119,619,206,270,25,10,83,190,82,20,0,43,0,62,619,21079,990,955,619,36293537,955,963,963,963,619,619,619,619,619,619,619,619,619,412,268167,955
"863",2020,"41089247","Stichting Zorg & Wonen Glorieux",78,52.4,12.94,62.04,73.81,0.67,21.94,20.65,3.87,26,65,0,9.35,31.68,0.38,0.95,0,0,6.11,1.91,1.02,20.2,1.81,11,33,2116279,52,17,16,3,0,5,17,0,1,0,0,3,1,52,3550,141,85,52,2867116,78,78,78,78,52,52,52,52,52,52,52,52,52,51,17578,78
"864",2020,"24365406","Stichting Zorg En Verpleging Goeree-Overflakkee",1097,575.17,36.6,7.99,15.16,0.52,28.97,23.18,NA,40,660,13.67,11.06,40.3,5.75,1.19,0,7.4,14.75,5.88,1.22,8.24,0.84,445,46,4657292,575,320,256,NA,79,64,232,33,7,0,43,85,34,575,22191,921,1216,575,30714748,1097,1105,1105,NA,575,575,575,575,575,575,575,575,575,472,269308,1097
"865",2020,"41188459","Stichting Zorg- En Wooncentrum De Haven",478,238.03,31.7,1.85,1.41,0.5,16.29,8.6,8.6,13,219,16.38,10.92,37.81,7.56,1.26,0,4.62,0.42,11.76,1.33,5.66,1.41,129,4,230717,238,72,38,38,39,26,90,18,3,0,11,1,28,238,7285,675,407,238,16324411,478,442,442,442,238,238,238,238,238,238,238,238,238,179,128750,478
"866",2020,"30191351","Stichting Zorg Thuis",105,81.18,53.98,1.98,3.21,0.77,24,21,3,12,8,13.78,22.12,26.61,4.43,1.1,0,0,11.39,7.58,1.69,5.68,0.89,61,2,105316,81,24,21,3,11,18,22,4,1,0,0,9,6,81,2176,93,113,81,3278097,105,100,100,100,81,81,81,81,81,81,81,81,81,48,38325,105
"867",2020,"8142634","Stichting Zorgaccent",1311,607,15.42,1.03,1.16,0.46,NA,NA,NA,187,1012,10.05,6.1,67.55,8.4,0.99,0,6.1,0,0.82,1,NA,0.85,198,6,421879,607,NA,NA,NA,61,37,410,51,6,0,37,0,5,607,NA,1115,1284,607,36216835,1311,NA,NA,NA,607,607,607,607,607,607,607,607,607,607,NA,1311
"868",2020,"41136257","Stichting Zorgbeheer De Zellingen",578,467.98,25,4.42,NA,0.81,13.61,23.24,3.67,26,517,7.1,20.37,32.63,5.23,2.74,1.02,9.53,8.4,12.99,1.06,8.97,1.31,166,21,NA,468,89,152,24,33,95,153,24,13,5,45,39,61,468,13140,758,664,468,NA,578,654,654,654,468,468,468,468,468,468,468,468,468,442,146498,578
"869",2020,"11044284","Stichting Zorgcentra Rivierenland",776,399.82,36.36,11.59,11.49,0.52,26.13,17.98,4.27,48,350,16.5,21.5,38.76,4.71,2.42,0,11.6,0.58,3.86,0.98,11,0.85,292,46,2267511,400,202,139,33,66,86,155,19,10,0,46,2,15,400,16054,660,803,400,19735565,776,773,773,773,400,400,400,400,400,400,400,400,400,410,145943,776
"870",2020,"41135918","Stichting Zorgcentra Uitgaande Van De Gereformeerde Gemeenten In Zeeland En Zuid-Holland En De Christelijke Gereformeerde Kerken In De Regio Rotterdam",918,407.53,28.73,4.2,10.63,0.44,21.46,9.91,6.1,127,850,19.27,8.3,37.65,7.46,0.39,0,0,14.34,12.59,1.02,5.53,0.75,279,17,1973454,408,197,91,56,79,34,153,30,2,0,0,58,51,408,5872,689,971,408,18565538,918,918,918,918,408,408,408,408,408,408,408,408,408,399,106177,918
"871",2020,"41014042","Stichting Zorgcentrum 'De Blanckenborg'",275,141.81,18.18,2.09,2.84,0.52,28.94,15.58,3.34,48,120,7.59,17.73,29.9,7.19,0.17,0.8,2.36,1.49,5.3,1.47,4.99,0.92,50,3,275220,142,78,42,9,11,25,42,10,0,1,3,2,8,142,1891,253,275,142,9696024,275,270,270,270,142,142,142,142,142,142,142,142,142,96,37899,275
"872",2020,"41002802","Stichting Zorgcentrum Het Bildt",172,98.6,19.35,0.64,0.75,0.57,14.24,20.71,6.47,17,136,0,12.77,69.86,15.42,1.93,0,0,0,0,0.97,4.51,0.94,30,1,51818,99,22,32,10,0,13,69,15,2,0,0,0,0,99,2362,162,155,99,6871240,172,155,155,155,99,99,99,99,99,99,99,99,99,101,52369,172
"873",2020,"41055655","Stichting Zorgcentrum Huize Rosa",250,143.8,22.17,15.03,22.13,0.58,37.47,34.53,2.95,17,61,26.59,9.42,33.36,17.84,0,6.97,0,0,5.81,1.46,11.01,1.2,47,22,1134000,144,89,82,7,38,14,48,26,0,10,0,0,8,144,4847,300,212,144,5125000,250,238,238,238,144,144,144,144,144,144,144,144,144,98,44029,250
"874",2020,"41000801","Stichting Zorgcentrum Talma Urk",185,98.49,15.6,0.55,2.62,0.53,11.55,6.82,3.67,59,295,9.69,19.59,48.42,11.53,3.57,1.02,0.22,0,5.96,1,4.58,1.37,34,1,125552,98,22,13,7,10,19,48,11,4,1,0,0,6,98,2058,253,218,98,4798604,185,191,191,191,98,98,98,98,98,98,98,98,98,98,44946,185
"875",2020,"41020715","Stichting Zorgcollectief Zuidwest-Drenthe",246,105,13.47,4.09,9.57,0.43,11.67,11.67,9.34,50,370,8.83,16.48,51.55,10.52,1.43,0,0,0,11.19,0.81,NA,0,33,4,382716,105,30,30,24,9,17,54,11,2,0,0,0,12,105,NA,0,245,105,4000548,246,257,257,257,105,105,105,105,105,105,105,105,105,130,NA,246
"876",2020,"9148559","Stichting Zorgcombinatie Marga Klompé",1269,810.3,24.71,2.43,4.38,0.64,16.85,11.48,6.94,103,1171,5.6,13.08,52.85,11.25,1.77,0,4.15,2.27,9.03,1.02,8.27,1,345,20,1947216,810,226,154,93,45,106,428,91,14,0,34,18,73,810,38300,1269,1396,810,44420096,1269,1341,1341,1341,810,810,810,810,810,810,810,810,810,797,463185,1269
"877",2020,"41032283","Stichting Zorgfederatie Oldenzaal",214,121.53,29.82,4.46,14.28,0.57,26.17,12.15,5.61,33,328,12.01,11.73,43.88,7.37,4.3,0,0,10.86,9.85,1.12,4.62,0.55,68,5,769198,122,56,26,12,15,14,53,9,5,0,0,13,12,122,2820,118,228,122,5385121,214,214,214,214,122,122,122,122,122,122,122,122,122,109,61005,214
"878",2020,"39071815","Stichting Zorggroep Almere",1043,676.9,23.81,NA,6.2,0.65,26.38,21.24,7.27,319,620,11.97,8.3,34.66,12.94,0,1.58,5.13,17.64,7.77,NA,8.62,1.32,251,NA,1471545,677,236,190,65,81,56,235,88,0,11,35,119,53,NA,20722,1379,1054,NA,23740854,1043,895,895,895,677,677,677,677,677,677,677,677,677,NA,240268,1043
"879",2020,"34305673","Stichting Zorggroep Amsterdam-Oost",297,174.27,36.54,10.73,8.95,0.59,27.96,29.03,2.48,98,72,18.71,15.99,23.45,14.36,2.42,0,20.76,0,4.3,0.94,12.76,1.37,110,19,1336330,174,79,82,7,33,28,41,25,4,0,36,0,8,174,6074,408,301,174,14922904,297,283,283,283,174,174,174,174,174,174,174,174,174,185,47587,297
"880",2020,"8154763","Stichting Zorggroep Apeldoorn En Omstreken",972,560.03,84.88,4.68,6.84,0.58,21.72,17.7,12.7,191,566,12.56,13.68,28.38,13.19,5.26,0,7.59,8.03,11.31,1.04,8.19,0.81,825,26,2011458,560,200,163,117,70,77,159,74,29,0,43,45,63,560,17272,792,972,560,29406782,972,921,921,921,560,560,560,560,560,560,560,560,560,537,210847,972
"881",2020,"30242745","Stichting Zorggroep Charim",1126,778.75,23.24,2.52,6.71,0.69,14.54,18.53,23.85,110,969,0.78,18.31,36.42,7.13,1.41,0,3.58,2.96,11.33,1.03,8.26,1.07,258,20,2758078,779,164,209,269,6,143,284,55,11,0,28,23,88,779,21718,1210,1110,779,41117707,1126,1128,1128,1128,779,779,779,779,779,779,779,779,779,759,262830,1126
"882",2020,"30249946","Stichting Zorggroep De Vechtstreek",308,179.5,21.07,10.89,27.02,0.58,7.79,6.82,NA,10,245,28,15,44,8,5,0,0,0,0,1.19,8.03,0.09,67,20,2078389,180,24,21,NA,50,27,79,14,9,0,0,0,0,180,5260,28,318,180,7692559,308,308,308,NA,180,180,180,180,180,180,180,180,180,150,65514,308
"883",2020,"4087125","Stichting Zorggroep Drenthe",496,306.08,26.38,4.89,78.03,0.62,16.92,24.17,5.24,70,338,5.04,9.49,46.74,21.96,0.39,0,2.63,4.09,9.65,295.44,8.69,1.18,129,15,12027509,306,84,120,26,15,29,143,67,1,0,8,13,30,306,11465,584,489,306,15413298,496,497,497,497,306,306,306,306,306,306,306,306,306,1,131865,496
"884",2020,"17145911","Stichting Zorggroep Elde Maasduinen",1458,884,21.77,2.17,3.41,0.61,15.61,15.68,9.05,184,1285,9.39,24.43,39.59,7.69,0.23,0.68,3.62,2.26,12.1,1,7.39,1.22,315,19,1535947,884,226,227,131,83,216,350,68,2,6,32,20,107,884,739,1779,1447,884,45091946,1458,1448,1448,1448,884,884,884,884,884,884,884,884,884,887,10000,1458
"885",2020,"8083453","Stichting Zorggroep Ena",291,135.15,39.86,14.9,17.98,0.46,31.91,36.58,2.33,26,540,6.51,21.86,42.26,10.54,2.96,0,0,2.59,13.16,0.79,6.87,0.66,116,20,2244783,135,82,94,6,9,30,57,14,4,0,0,4,18,135,5134,191,291,135,12481479,291,257,257,257,135,135,135,135,135,135,135,135,135,171,74777,291
"886",2020,"27250988","Stichting Zorggroep Florence",2012,1291,24.66,11.46,16.61,0.64,19.08,17.31,10.9,83,1463,5.19,23.12,31.94,6.77,1.69,0,9.1,9.96,12.03,0.89,NA,1.61,514,148,13881104,1291,387,351,221,67,298,412,87,22,0,117,129,155,1291,NA,3244,2084,1291,83595782,2012,2028,2028,2028,1291,1291,1291,1291,1291,1291,1291,1291,1291,1452,NA,2012
"887",2020,"2090310","Stichting Zorggroep Groningen",1176,710,21.26,9.14,14.95,0.6,35.01,22.18,12.01,130,371,8.46,10.17,27.69,6.58,0.37,0,5.87,0,0,1.7,8.83,1,250,65,3312025,710,382,242,131,60,72,197,47,3,0,42,0,0,710,30778,1171,1176,710,22149912,1176,1091,1091,1091,710,710,710,710,710,710,710,710,710,417,348661,1176
"888",2020,"41001546","Stichting Zorggroep Hof En Hiem",508,251.89,12.8,1.44,4.14,0.5,22.29,12.74,4.98,38,620,6.85,11.31,61.67,7.78,2.14,0,0,2.15,8.07,0.87,6.27,0.94,65,4,497225,252,112,64,25,17,28,155,20,5,0,0,5,20,252,7150,476,508,252,11997831,508,503,503,503,252,252,252,252,252,252,252,252,252,288,114000,508
"889",2020,"41005051","Stichting Zorggroep Liante",475,217.7,26.53,3.19,7.87,0.46,23.25,20.02,3.23,79,701,1.88,10.89,66.65,12.59,3.26,0,0,0,4.73,0.66,7.9,1.88,126,7,891693,218,108,93,15,4,24,145,27,7,0,0,0,10,218,4333,893,475,218,11326463,475,465,465,465,218,218,218,218,218,218,218,218,218,330,54860,475
"890",2020,"11056895","Stichting Zorggroep Maas & Waal",1071,435.25,11.95,5.53,8.83,0.41,25.1,21.44,2.2,66,570,17.68,16.52,34.36,1.95,2.96,0,9.9,8.53,8.1,1.06,8.43,0.73,128,24,1848627,435,240,205,21,77,72,150,9,13,0,43,37,35,435,23855,781,1071,435,20927801,1071,956,956,956,435,435,435,435,435,435,435,435,435,412,282977,1071
"891",2020,"8088958","Stichting Zorggroep Manna",202,97.1,17.82,2.78,7.24,NA,20.77,29.51,10.38,34,161,5.84,28.04,37.54,7.04,2.72,0,0,16.52,2.3,1.08,9.29,0.78,36,3,327070,NA,38,54,19,6,27,36,7,3,0,0,16,2,97,6816,157,202,97,4519555,NA,183,183,183,97,97,97,97,97,97,97,97,97,90,73362,202
"892",2020,"2086881","Stichting Zorggroep Meander",846,501.1,16.9,1.6,0.62,0.59,12.17,19.86,18.09,88,93,11.99,12.73,52.96,6.75,1.07,0.36,3.49,7.4,3.25,1.08,8.49,0.7,143,8,167999,501,103,168,153,60,64,265,34,5,2,18,37,16,501,31,596,846,501,27119355,846,846,846,846,501,501,501,501,501,501,501,501,501,465,365,846
"893",2020,"12065731","Stichting Zorggroep Noord- En Midden-Limburg",3712,2294,19.95,9.07,11.34,0.62,21.82,14.17,6.04,387,2450,2.92,10.89,43.67,9.49,1.06,0,4.63,3.19,5.75,1.3,8.41,0.94,758,208,17099654,2294,802,521,222,67,250,1002,218,24,0,106,73,132,2294,44801,3507,3799,2294,150854232,3712,3676,3676,3676,2294,2294,2294,2294,2294,2294,2294,2294,2294,1767,532524,3712
"894",2020,"41020668","Stichting Zorggroep Noorderboog",1532,955.26,8.66,0.89,1.39,0.62,0.13,11.38,3.1,395,1231,13.08,13.5,48.82,7.37,0.91,0.13,5.48,3.55,7.04,1.34,6.37,1.17,134,8,645674,955,2,176,48,125,129,466,70,9,1,52,34,67,955,23966,1787,1548,955,46543699,1532,1547,1547,1547,955,955,955,955,955,955,955,955,955,711,376133,1532
"895",2020,"62445049","Stichting Zorggroep Noordwest-Veluwe Zorg",1103,735.3,5.98,1.71,4.02,0.67,16.41,2.24,5.38,259,1000,11.09,12.65,50.92,9.56,0.26,0,6.42,0.71,8.39,1.07,7.81,0.92,66,13,1452748,735,183,25,60,82,93,374,70,2,0,47,5,62,735,17499,1015,1103,735,36093472,1103,1116,1116,1116,735,735,735,735,735,735,735,735,735,687,223966,1103
"896",2020,"27253843","Stichting Zorggroep Oldael",122,96.06,2.99,39.56,64.67,0.79,3.92,8.63,5.49,10,25,6.09,30.64,23.82,11.96,1.32,0,0,5.79,0,0.81,11.49,1.63,4,38,3330810,96,5,11,7,6,29,23,11,1,0,0,6,0,96,2612,199,134,96,5150369,122,128,128,128,96,96,96,96,96,96,96,96,96,119,22735,122
"897",2020,"39084589","Stichting Zorggroep Oude En Nieuwe Land",776,484.84,35.53,1.78,6.38,0.62,26.86,20.14,4.44,284,810,20.73,8.42,49.25,5.66,0.4,0,4.42,2.99,8.12,1.08,7.43,0.92,307,9,1607766,485,224,168,37,101,41,239,27,2,0,21,15,39,485,26025,713,864,485,25208352,776,834,834,834,485,485,485,485,485,485,485,485,485,450,350454,776
"898",2020,"5072572","Stichting Zorggroep Raalte",361,196.65,24.38,3.04,1.67,0.54,19.67,13.3,0.55,66,642,17.46,11.3,49.57,14.16,1.13,0,0,0,6.38,0.96,8.87,0.85,88,6,164875,197,71,48,2,34,22,97,28,2,0,0,0,13,197,11687,307,361,197,9886715,361,361,361,361,197,197,197,197,197,197,197,197,197,204,131765,361
"899",2020,"8130883","Stichting Zorggroep Sint Maarten",2390,1173.47,25.06,4.29,4.94,0.49,20.25,16.83,8.29,161,1612,11.89,2.1,44.37,9.91,3.44,0.51,4.88,0.12,7,1.25,8.04,0.81,492,50,2372630,1173,391,325,160,139,25,521,116,40,6,57,1,82,1173,32246,1934,1963,1173,48059700,2390,1931,1931,1931,1173,1173,1173,1173,1173,1173,1173,1173,1173,941,401032,2390
"900",2020,"8093263","Stichting Zorggroep Solis",585,362.05,23.25,5.44,5.52,0.62,17.99,13.93,6.88,67,609,11.9,6.55,35.26,5.93,0,2.6,6.41,20.54,10.81,0.94,7.63,1.13,136,20,1033260,362,102,79,39,43,24,128,21,0,9,23,74,39,362,11722,661,585,362,18714442,585,567,567,567,362,362,362,362,362,362,362,362,362,385,153538,585
"901",2020,"4066212","Stichting Zorggroep Tangenborgh",1419,876.59,13.31,2.79,7.45,0.62,17.66,16.55,3.48,160,650,0.11,8.25,45.52,12.68,0,3.46,3.3,15.29,0.74,1.3,8.51,0.97,188,25,3790100,877,254,238,50,1,72,399,111,0,30,29,134,7,877,19400,1375,1413,877,50842500,1419,1438,1438,1438,877,877,877,877,877,877,877,877,877,672,228000,1419
"902",2020,"37122456","Stichting Zorggroep Tellus",159,90,27.04,0.5,2.88,0.57,34.75,14.89,17.73,25,141,0,21.11,42.22,5.56,0,1.11,0,23.33,6.67,0.71,7.34,1.17,43,0,131900,90,49,21,25,0,19,38,5,0,1,0,21,6,90,1832,186,159,90,4573382,159,141,141,141,90,90,90,90,90,90,90,90,90,127,24960,159
"903",2020,"41114350","Stichting Zorggroep Ter Weel",915,502.63,24.5,0.48,0.88,0.55,15.72,15.72,NA,136,760,4.81,10.56,44.46,1.48,0,2.35,3.28,5.75,5.82,1.11,NA,0,222,2,249542,503,165,165,NA,24,53,223,7,0,12,17,29,29,503,NA,0,906,503,28385794,915,1050,1050,NA,503,503,503,503,503,503,503,503,503,452,NA,915
"904",2020,"41151073","Stichting Zorginstelling Saffier - De Residentie",1625,996.57,22.65,4.58,7.58,0.61,21.77,27.83,2.22,69,425,6.26,13.14,22.29,6.49,0,0,4.56,5.27,4.09,1.37,7.54,1.01,368,46,4557000,997,363,464,37,62,131,222,65,0,0,45,53,41,997,27160,1641,1625,997,60095000,1625,1668,1668,1668,997,997,997,997,997,997,997,997,997,725,360358,1625
"905",2020,"27185703","Stichting Zorginstellingen Pieter Van Foreest",2233,1355,28.1,4.39,9.28,0.61,20.34,14.18,2.35,54,1919,16.68,25.83,29.52,5.17,1.03,0.22,5.46,11.96,4.13,1.03,8.28,1.03,641,60,6252470,1355,459,320,53,226,350,400,70,14,3,74,162,56,1355,43417,2302,2281,1355,67380383,2233,2257,2257,2257,1355,1355,1355,1355,1355,1355,1355,1355,1355,1312,524596,2233
"906",2020,"8172571","Stichting Zorgnvrij",18,10,0,0,0,0.56,11.11,16.67,0,2,10,0,0,60,30,0,0,0,10,0,1,4,0.56,0,0,0,10,2,3,0,0,0,6,3,0,0,0,1,0,10,100,10,18,10,350000,18,18,18,18,10,10,10,10,10,10,10,10,10,10,2500,18
"907",2020,"41099381","Stichting Zorgorganisatie Het Hoge Veer",126,84.21,36.3,4.18,6.88,0.67,22.84,20.76,8.3,8,98,2.49,20.52,51.5,9.7,0.39,0,0,0,14.64,0.73,7.86,0.82,49,4,261254,84,33,30,12,2,17,43,8,0,0,0,0,12,84,4476,103,135,84,3800000,126,145,145,145,84,84,84,84,84,84,84,84,84,116,56976,126
"908",2020,"54102901","Stichting Zorgorganisatie Niko",267,160.4,24.16,5.65,13.46,0.6,31.6,24.66,7.71,19,130,14.72,26.57,46.6,6.17,2.72,0,0,0,3.22,0.86,5.23,0.7,65,9,1000265,160,82,64,20,24,43,75,10,4,0,0,0,5,160,5093,187,269,160,7430091,267,260,260,260,160,160,160,160,160,160,160,160,160,187,97455,267
"909",2020,"24325621","Stichting Zorgpartners Midden-Holland",2083,1159.7,18.05,7.38,9.16,0.56,23.28,20.89,19.38,121,1425,25.36,11.97,31.06,8.08,0,1.61,6.52,3.88,11.52,1,9.97,1.46,376,86,5558148,1160,478,429,398,294,139,360,94,0,19,76,45,134,1160,45416,3037,2083,1160,60651523,2083,2054,2054,2054,1160,1160,1160,1160,1160,1160,1160,1160,1160,1161,455356,2083
"910",2020,"41099316","Stichting Zorgplein Maaswaarden",329,106.39,100,16.84,18.4,0.32,26.3,19.38,2.42,13,295,1.32,32.11,42.4,11.46,0.39,3.57,0,0,8.61,0.9,8.06,0.99,125,18,940958,106,76,56,7,1,34,45,12,0,4,0,0,9,106,5009,326,125,106,5112780,329,289,289,289,106,106,106,106,106,106,106,106,106,118,62158,329
"911",2020,"9119500","Stichting Zorgrésidence Regina",48,26.41,9.3,9.84,21.49,0.55,20.83,20.83,2.08,4,0,4.01,34.15,29.42,4.47,0,0,0,5.83,2.54,1.14,9.44,0.63,4,3,299575,26,10,10,1,1,9,8,1,0,0,0,2,1,26,648,30,43,26,1393992,48,48,48,48,26,26,26,26,26,26,26,26,26,23,6866,48
"912",2020,"41186628","Stichting Zorgspectrum",823,448,17.24,10.22,20.5,0.54,18.56,28.05,9.07,91,490,7.68,26.27,43.97,16,0.4,0,0,0,5.63,0.76,11.4,1.02,135,46,4287889,448,133,201,65,34,118,197,72,2,0,0,0,25,448,14573,840,783,448,20913549,823,717,717,717,448,448,448,448,448,448,448,448,448,588,127833,823
"913",2020,"5060683","Stichting Zorgspectrum Het Zand",1201,625.9,15.74,4.39,8.84,0.52,25.54,1.75,1.75,65,596,9.83,2.03,40.35,11.35,0.69,0.39,5.18,25.28,4.91,1.55,7.39,0.8,158,28,2990541,626,292,20,20,62,13,253,71,4,2,32,158,31,626,20451,961,1004,626,33843833,1201,1144,1144,1144,626,626,626,626,626,626,626,626,626,405,276740,1201
"914",2020,"22047368","Stichting Zorgstroom",546,298.37,28.02,3.35,5.54,0.55,8.83,6.31,4.1,98,309,17.89,19.02,37.09,2.27,3.27,0,2.3,7.39,10.77,1.1,6.63,0.88,153,10,783044,298,56,40,26,53,57,111,7,10,0,7,22,32,298,8158,480,546,298,14122546,546,634,634,634,298,298,298,298,298,298,298,298,298,272,123128,546
"915",2020,"41141363","Frankelandgroep, Locatie Stichting Zorgverlening Voor Ouderen Schiewaegh",134,86.5,25,2.12,3.33,0.65,10.87,12.32,7.97,33,102,35.04,12.29,38.71,10.64,0.6,0,0.24,0,2.49,0.81,7,1.36,32,2,139076,87,15,17,11,30,11,33,9,1,0,0,0,2,87,2168,182,128,87,4171237,134,138,138,138,87,87,87,87,87,87,87,87,87,107,30954,134
"916",2020,"41032142","Stichting Zorgvilla's Twente",88,40,23.86,1.5,2.11,0.45,38.51,26.09,0,5,41,26.43,5.43,43,8.03,3.6,0,0,0,3.33,1.33,4.1,1.02,21,1,51170,40,31,21,0,11,2,17,3,1,0,0,0,1,40,15,90,88,40,2423777,88,81,81,81,40,40,40,40,40,40,40,40,40,30,366,88
"917",2020,"50024078","Stichting Zorgwaard",726,388.9,9.46,1.8,4.22,0.54,18.04,12.95,1.38,87,1056,14.07,17.97,32.01,16.66,2.42,0.26,9.18,0.98,6.45,0.93,8.48,0.91,67,7,718729,389,131,94,10,55,70,125,65,9,1,36,4,25,389,21339,658,708,389,17025197,726,726,726,726,389,389,389,389,389,389,389,389,389,417,251645,726
"918",2020,"41038232","Stichting Zorg-Wooncentrum Den Bouw Warnsveld",99,65.6,28.85,2.26,4.06,0.66,38.58,27.41,13.2,6,53,6.92,24.48,34.53,7.36,4.3,0,0,22.41,0,1.3,9.03,1.18,30,1,136539,66,38,27,13,5,16,23,5,3,0,0,15,0,66,11092,117,104,66,3361080,99,99,99,99,66,66,66,66,66,66,66,66,66,51,122836,99
"919",2020,"1098504","Stichting Zuidoostzorg",1967,1142,3.26,1.26,2.58,0.58,12.25,10.61,7.28,145,894,8.7,13.6,35.94,6.22,0,1.64,4.58,0,2.87,1.51,5.86,0.96,73,14,1618878,1142,239,207,142,99,155,410,71,0,19,52,0,33,1142,26200,1879,2236,1142,62783951,1967,1951,1951,1951,1142,1142,1142,1142,1142,1142,1142,1142,1142,759,446936,1967
"920",2020,"9162727","Stichting Zzg Zorggroep",1576,1017,31.98,7.3,7.92,0.65,34.39,20.61,9.32,195,917,11.5,12.29,54.87,4.03,3.15,0,3.64,0,10.52,1.15,10.69,0.83,504,74,4225485,1017,524,314,142,117,125,558,41,32,0,37,0,107,1017,38710,1315,1576,1017,53344304,1576,1524,1524,1524,1017,1017,1017,1017,1017,1017,1017,1017,1017,886,362245,1576
