kvk,organisatie,pc,jaar,nMedew,nFTE,noemer,nClient,pTijd,tTijd,nTijd,pPnil,tPnil,nPnil,pkPnil,kPnil,kVast,gemContr,tGemContr,nGemContr,instroom,tInstroom,nInstroom,uitstroom,tUitstroom,nUitstroom,doorstroom,tDoorstroom,nDoorstroom,nStag,nVrijw,niv1,tNiv1,niv2,tNiv2,niv3,tNiv3,niv4,tNiv4,niv5,tNiv5,niv6,tNiv6,beh,tBehandel,ovPers,tOvPers,ll,tLl,FTEpCt,tFTEpCt,pVerzuim,tVerzuim,nVerzuim,verzuimFreq,tVerzuimFreq,nVerzuimFreq
41188459,Stichting Zorg- En Wooncentrum De Haven,3752GM,2020,478,238.03,238,179,31.7,129,407,1.85,4,238,1.41,230717,16324411,0.5,238,478,16.29,72,442,8.6,38,442,8.6,38,442,13,219,16.38,39,10.92,26,37.81,90,7.56,18,1.26,3,0,0,4.62,11,0.42,1,11.76,28,1.33,238,5.66,7285,128750,1.41,675,478
41188459,Stichting Zorg- En Wooncentrum De Haven,3752GM,2021,501,332,332,179,18.18,80,440,1.84,6,332,1.85,328443,17771628,0.66,332,501,17.31,76,439,11.62,51,439,5.24,23,439,5,200,14.16,47,7.23,24,25.9,86,5.72,19,1.51,5,0,0,3.31,11,0.3,1,7.53,25,1.85,332,5.3,7208,135875,1.35,675,501
41188898,Stichting Verzorgingshuis De Koperhorst,3813KA,2019,275,124.48,124,111,22.46,42,187,10.73,13,124,6.45,346008,5365035,0.45,124,275,43.18,87,202,29.78,60,202,3.47,7,202,76,220,5.56,7,38.1,47,29.64,37,6.8,8,1.95,2,0,0,0,0,1.74,2,16.2,20,1.12,124,6.19,375423,6064991,1.39,382,275
41188898,Stichting Verzorgingshuis De Koperhorst,3813KA,2020,302,133.93,134,118,20.18,46,228,24.18,32,134,13.09,771572,5894466,0.44,134,302,44.24,96,217,34.56,75,217,3.69,8,217,94,200,5.59,7,38.36,51,26.01,35,8.66,12,2.16,3,0,0,0,0,2.44,3,16.78,22,1.14,134,8.95,9671,108000,1.61,485,302
41188898,Stichting Verzorgingshuis De Koperhorst,3813KA,2021,296,151.82,152,132,30.96,61,197,10.95,17,152,12.92,884311,6846610,0.51,152,296,28.16,78,277,13.72,38,277,7.58,21,277,104,175,4.64,7,44.62,68,23.92,36,8.44,13,2.33,4,0,0,0,0,1.02,2,15.04,23,1.15,152,9.07,9800,108000,1.98,585,296
41190449,Stichting Silverein,3508SC,2019,1034,517.1,517,520,38.59,399,1034,4.83,25,517,9.48,2407360,25404415,0.5,517,1034,33.32,392,1177,25.24,297,1177,2.38,28,1177,69,428,15.8,82,30.75,159,32.04,166,6.46,33,0.62,3,0,0,5.45,28,0.68,4,8.2,42,0.99,517,7,13212,188742,1.01,1045,1034
41190449,Stichting Silverein,3508SC,2020,935,547.6,548,514,24.06,225,935,4.6,25,548,7.81,2119823,27150968,0.59,548,935,22.96,226,985,28.64,282,985,9.45,93,985,165,849,20.84,114,29.4,161,27.85,153,7.56,41,0.68,4,0,0,5.04,28,0.44,2,8.16,45,1.07,548,8.28,16550,199879,1.01,944,935
41190449,Stichting Silverein,3584AA,2021,1708,1041.38,1041,1022,25.76,440,1708,11.22,117,1041,15.48,9807754,63377335,0.61,1041,1708,25.44,440,1730,28.45,492,1730,8.38,145,1730,90,1405,25.35,264,24.24,252,25.51,266,7.16,75,1.46,15,0,0,5.28,55,0.39,4,10.61,110,1.02,1041,10.02,37919,378432,1.31,2230,1708
41190614,Stichting St. Pieters En Bloklands Gasthuis,3826EM,2019,225,135.99,136,149,23.11,52,225,6.8,9,136,12.49,836932,6699129,0.6,136,225,39.28,87,222,33.41,74,222,5.42,12,222,80,177,5.32,7,29.98,41,55.76,76,6.81,9,0,0,0,0,0,0,1.24,2,0.9,1,0.91,136,10.74,4438,41309,0.9,203,225
41190614,Stichting St. Pieters En Bloklands Gasthuis,3826EM,2020,238,157.87,158,153,21.43,51,238,4.93,8,158,9.52,758786,7966299,0.66,158,238,33.69,78,232,26.78,62,232,5.18,12,232,75,178,9.66,15,27.19,43,50.19,79,8.71,14,0,0,0,0,0,0,1.21,2,3.03,5,1.03,158,8.75,3681,42060,0.76,180,238
41190614,Stichting St. Pieters En Bloklands Gasthuis,3826EM,2021,251,154.82,155,149,26.69,67,251,5.27,8,155,11.2,905760,8089943,0.62,155,251,32.72,80,245,37.22,91,245,5.32,13,245,17,150,10.99,17,24.45,38,48.73,75,10.36,16,0,0,0,0,0,0,1.18,2,4.27,7,1.04,155,8.1,4181,51627,0.9,226,251
41194729,Stichting Vivium Zorggroep,1270AK,2019,1356,915.4,915,971,23.01,312,1356,16.55,152,915,30.24,13402150,44317470,0.68,915,1356,27.53,357,1297,16.73,217,1297,1.62,21,1297,96,750,25.08,230,17.54,161,37.13,340,4.32,40,0.01,0,0.01,0,2.38,22,1.09,10,6.84,63,0.94,915,5.11,15581,305162,1.05,1419,1356
41194729,Stichting Vivium Zorggroep,1270AK,2020,1542,1035.3,1035,967,23.87,368,1542,16.66,173,1035,26.92,12911559,47964597,0.67,1035,1542,28.25,396,1402,23.25,326,1402,1.5,21,1402,49,750,23.75,246,16.89,175,33.32,345,4.45,46,0,0,0,0,2.61,27,1.17,12,11.5,119,1.07,1035,6.5,21876,336438,1.02,1580,1542
41194729,Stichting Vivium Zorggroep,1270AK,2021,1522,1059.8,1060,968,24.18,368,1522,19.76,209,1060,33.91,16723984,49313077,0.7,1060,1522,19.24,279,1450,17.17,249,1450,1.24,18,1450,37,750,22.32,237,15.91,169,32.86,348,4.3,46,0,0,0,0,2.85,30,1.21,13,12.97,138,1.1,1060,8.63,29320,339634,1.09,1652,1522
41195096,Stichting Hilverzorg,1200AG,2019,548,432,432,498,17.52,96,548,18.52,80,432,35.3,8382,23743,0.79,432,548,16.62,126,758,16.62,126,758,NA,NA,NA,59,325,2.84,12,14.11,61,42.75,185,19.16,83,1.77,8,0,0,7.63,33,11.74,51,0,0,0.87,432,9.89,15801,159826,1.2,658,548
41195096,Stichting Hilverzorg,1200AG,2020,603,469.74,470,508,21.06,127,603,24.72,116,470,50.35,12838027,25497163,0.78,470,603,33.33,201,603,21.89,132,603,0,0,603,7,309,9.23,43,12.67,60,33.92,159,14.14,66,1.8,8,0.24,1,6.93,33,13.77,65,7.3,34,0.92,470,14.21,31362,220698,1.31,789,603
41195096,Stichting Hilverzorg,1200AG,2021,801,515.45,515,488,36.7,294,801,18.12,93,515,33.71,9736673,28880901,0.64,515,801,18.43,144,782,25.34,198,782,1.28,10,782,70,226,12.04,62,11.22,58,31.19,161,12.92,67,1.04,5,3.34,17,6.65,34,15.11,78,6.47,33,1.06,515,10.15,20289,199840,1.05,841,801
41198598,Stichting Pro Senectute (Voor De Ouderdom),1081GM,2019,280,188,188,256,32.97,92,279,10.64,20,188,18.92,1713600,9058900,0.67,188,280,35.68,104,292,30.19,88,292,2.06,6,292,20,160,8.14,15,15.48,29,55.48,104,8.67,16,1.01,2,0,0,0,0,0,0,11.22,21,0.73,188,11.55,6959,60260,2.01,563,280
41198598,Stichting Pro Senectute (Voor De Ouderdom),1081GM,2020,388,207,207,227,26.88,107,398,15.52,32,207,22.45,2237533,9967102,0.53,207,388,35.16,119,339,40.18,136,339,2.95,10,339,34,153,13.87,29,16.01,33,47.19,98,13.08,27,1.27,3,0,0,0,0,0,0,8.41,17,0.91,207,10.2,6267,61467,0.74,287,388
41198598,Stichting Pro Senectute (Voor De Ouderdom),1081GM,2021,348,183.3,183,219,13.51,47,348,26.02,48,183,36.36,3279583,9020441,0.53,183,348,14.38,46,320,21.88,70,320,11.25,36,320,25,139,9.53,17,27.82,51,23.46,43,25.53,47,1.88,3,0,0,0,0,2.89,5,8.87,16,0.84,183,19.58,10080,51487,0.97,337,348
41199892,Stichting Brentano Amstelveen,1185SE,2019,315,205.89,206,276,12.7,40,315,10.93,23,206,14.74,1412657,9582954,0.65,206,315,24.67,75,304,25.66,78,304,15.46,47,304,92,276,6.15,13,23.5,48,37.1,76,12.49,26,2.04,4,0.59,1,2.35,5,0,0,15.75,32,0.75,206,7.02,7880,112221,1.4,441,315
41199892,Stichting Brentano Amstelveen,1185SE,2020,306,219.61,220,256,9.15,28,306,10.51,23,220,17,1803264,10606585,0.72,220,306,37.04,115,311,25.76,80,311,8.7,27,311,60,250,5.87,13,24.88,55,36.34,80,12.2,27,2.26,5,1.56,3,2.23,5,0,0,14.64,32,0.86,220,12.73,9763,76690,1.33,407,306
41199892,Stichting Brentano Amstelveen,1185SE,2021,321,229.8,230,264,17.45,56,321,12.75,29,230,22.5,2700000,12000000,0.72,230,321,42.32,142,336,35.77,120,336,6.56,22,336,84,315,5.92,14,31.9,73,38.82,89,13.84,32,2.05,5,3,7,1.91,4,0,0,2.57,6,0.87,230,8.59,8311,96738,1.32,423,321
41208154,Stichting Leger Des Heils Welzijns- En Gezondheidszorg,1315GN,2019,507,292.42,292,361,23.33,126,540,7.31,21,292,14.13,2269081,16060132,0.58,292,507,27.84,141,507,14.61,74,507,3.75,19,507,43,228,9.97,29,10.79,32,36.66,107,15.19,44,4.83,14,0,0,0.79,2,16.99,50,4.79,14,0.81,292,6.85,6876,100407,1.16,587,507
41208154,Stichting Leger Des Heils Welzijns- En Gezondheidszorg,1315GN,2020,530,325,325,363,34.1,177,519,15.17,49,325,20.99,4042921,19256777,0.61,325,530,22.85,121,530,26.82,142,530,5.29,28,530,123,159,9,29,8,26,37,120,14,46,6,20,0.9,3,2,7,15,49,8,26,0.9,325,11.37,12520,110158,1.18,626,530
41208154,Stichting Leger Des Heils Welzijns- En Gezondheidszorg,1315GN,2021,475,328.11,328,358,29.26,139,475,19.85,65,328,20.86,6322437,30303694,0.69,328,475,22.11,105,475,22.74,108,475,1.26,6,475,124,122,8.71,29,6.92,23,31.26,103,13.96,46,5.17,17,0.13,0,1.26,4,13.79,45,7.11,23,0.92,328,11.54,13502,117035,1.61,766,475
41222303,Protestants Christelijke Stichting Ouderenzorg Haarlemmermeer Zorgverlening,2131WE,2019,203,98.45,98,93,22.17,45,203,3.44,3,98,5.79,266761,4604354,0.48,98,203,15.58,31,199,21.61,43,199,0,0,199,1,275,26.7,26,16.25,16,19.69,19,13.09,13,4.14,4,0.57,1,0,0,0,0,4.8,5,1.05,98,5.27,1570,29814,0.88,179,203
41222303,Protestants Christelijke Stichting Ouderenzorg Haarlemmermeer Zorgverlening,2131WE,2020,320,175,175,97,7.19,23,320,2.86,5,175,5.61,46776,834000,0.55,175,320,45.83,140,306,36.33,111,306,1.96,6,306,10,250,9.14,16,8,14,8,14,5.14,9,3.66,6,0.63,1,0,0,0,0,4.29,8,1.8,175,7.25,19,262,0.58,187,320
41222303,Protestants Christelijke Stichting Ouderenzorg Haarlemmermeer Zorgverlening,2131WE,2021,242,104.41,104,88,33.47,81,242,4.83,5,104,7.79,413330,5304910,0.43,104,242,26.97,60,223,21.57,48,223,0,0,223,7,220,29.54,31,17,18,19.35,20,9.16,10,6.09,6,1.17,1,0,0,0,0,17.61,18,1.18,104,12.06,4049,33566,1.37,332,242
41222327,Humanistische Stichting Zorggroep Reinalda,2003BR,2019,262,124.34,124,183,35,91,260,6.67,8,124,8.71,931267,10689712,0.47,124,262,33.46,90,269,38.29,103,269,2.23,6,269,89,170,9.91,12,17.41,22,23.03,29,16.06,20,2.48,3,0,0,3.32,4,7.84,10,19.95,25,0.68,124,8.05,3722,46240,1.82,477,262
41222327,Humanistische Stichting Zorggroep Reinalda,2003BR,2020,273,135,135,168,20.15,55,273,9.31,13,135,22.6,1546396,6843128,0.49,135,273,15.75,43,273,12.45,34,273,1.1,3,273,102,136,12.59,17,24.44,33,40,54,16.3,22,0.74,1,1.48,2,1.48,2,1.48,2,1.48,2,0.8,135,9.62,4753,49410,1.82,497,273
41222327,Humanistische Stichting Zorggroep Reinalda,2003BR,2021,252,137.6,138,158,23.33,56,240,5.81,8,138,11.33,838648,7401003,0.55,138,252,24.6,62,252,41.27,104,252,3.97,10,252,108,100,24.78,34,17.22,24,21.37,29,17.15,24,0.51,1,3.34,5,2.69,4,1.89,3,11.05,15,0.87,138,7.97,3833,48093,2.07,522,252
41223799,Stichting Kennemerhart,2033AP,2019,1106,701.64,702,798,26.78,319,1191,4.44,31,702,5.75,2222469,38619850,0.63,702,1106,31.45,348,1107,7.23,80,1107,7.23,80,1107,40,691,27.2,191,17.13,120,30.65,215,5.21,37,0.17,1,0,0,12.34,87,0,0,7.3,51,0.88,702,6.85,25,365,1.28,1415,1106
41223799,Stichting Kennemerhart,2033AP,2020,1239,744.68,745,783,25.53,327,1281,9.12,68,745,9.02,3644582,40406037,0.6,745,1239,25.33,314,1240,19.77,245,1240,8.87,110,1240,52,699,18.18,135,17.71,132,31.93,238,5.62,42,0.32,2,0,0,12.73,95,0,0,13.52,101,0.95,745,7.67,28,365,1.33,1650,1239
41223799,Stichting Kennemerhart,2033AP,2021,1210,797.36,797,746,22.57,272,1205,5.29,42,797,5.65,2389667,42291193,0.66,797,1210,19.5,236,1211,22.88,277,1211,12.56,152,1211,51,670,19.37,154,19.06,152,32.92,262,4.63,37,0.2,2,0,0,12.34,98,0,0,11.48,92,1.07,797,9.04,33,365,1.26,1525,1210
41225869,Hervormd/Gemeentelijke Stichting Zorgcentrum Aelsmeer,1430AC,2019,176,104.91,105,106,14.2,25,176,1.91,2,105,1.91,73000,3826870,0.6,105,176,6.4,11,172,7.56,13,172,4.65,8,172,15,168,2.48,3,5.78,6,36.69,38,13.17,14,0,0,0,0,0,0,6.3,7,11.82,12,0.99,105,3.27,1229,37578,1.51,266,176
41225869,Hervormd/Gemeentelijke Stichting Zorgcentrum Aelsmeer,1430AC,2020,118,75.92,76,102,6.11,8,131,9.13,7,76,16.99,697122,4102097,0.64,76,118,20.18,23,114,20.18,23,114,7.02,8,114,16,260,0.74,1,17.95,14,46.19,35,10.12,8,0,0,0,0,0,0,0,0,25,19,0.74,76,10.71,2105,19651,2.46,290,118
41225869,Hervormd/Gemeentelijke Stichting Zorgcentrum Aelsmeer,1430AC,2021,132,83.73,84,90,21.21,28,132,3.98,3,84,11.71,524162,4476816,0.63,84,132,35.74,47,132,15.97,21,132,8.37,11,132,7,300,7.94,7,13.7,11,42.68,36,12.4,10,0,0,0,0,0,0,0,0,17.46,15,0.93,84,7.87,7483,95106,3.4,449,132
41226861,Stichting Sint Jacob,2033PZ,2019,664,439.51,440,566,35.49,219,617,20.2,89,440,26.45,6257747,23659673,0.66,440,664,23.54,139,591,14.39,85,591,5.25,31,591,91,401,10.01,44,20.48,90,24.12,106,4.1,18,0,0,0,0,3.19,14,23.21,102,14.11,62,0.78,440,7.31,13927,190526,1.36,905,664
41226861,Stichting Sint Jacob,2033PZ,2020,626,454,454,553,29.98,185,617,25.77,117,454,67.89,9139312,13462253,0.73,454,626,14.91,92,617,14.42,89,617,5.51,34,617,66,449,12.11,55,22.03,100,23.13,105,3.08,14,0,0,0,0,3.08,14,24.01,109,11.01,50,0.82,454,8.98,17805,198195,1.1,686,626
41226861,Stichting Sint Jacob,2033PZ,2021,608,437,437,491,28.06,163,581,16.36,72,437,27.68,4994824,18041873,0.72,437,608,15.83,92,581,22.38,130,581,9.29,54,581,70,300,9.04,40,22.95,100,21.97,96,2.97,13,0,0,0,0,2.97,13,28.97,127,10.98,48,0.89,437,9.13,18107,198312,1.2,730,608
41231194,Stichting Wilgaerdenleekerweidegroep,1687CC,2020,683,409.73,410,498,39.97,273,683,5.13,21,410,5.1,1433269,28083297,0.6,410,683,14.77,115,779,16.44,128,779,8.09,63,779,60,450,6.93,28,14.08,58,47.35,194,12.73,52,2.51,10,2.12,9,0.03,0,0,0,14.26,58,0.82,410,9.3,16543,177802,0.91,620,683
41231194,Stichting Wilgaerdenleekerweidegroep,1687CC,2021,1623,870.54,871,497,23.35,379,1623,NA,NA,NA,5.43,2765633,50954874,0.54,871,1623,29.17,431,1478,22.67,335,1478,NA,NA,NA,64,735,4.17,36,8.61,75,28.83,251,5.54,48,3.16,28,0.54,5,0,0,0,0,9.23,80,1.75,871,8.53,44311,519365,1.47,2385,1623
41231279,Stichting Doopsgezind Zorgcentrum Het Mennistenerf,1502CC,2019,150,79.59,80,102,11.97,14,117,2.59,2,80,4.43,165516,3737418,0.53,80,150,24.8,31,125,16,20,125,12,15,125,10,162,7.12,6,33.48,27,47.41,38,11.99,10,0,0,0,0,0,0,0,0,0,0,0.78,80,6.93,1440,20773,1.34,201,150
41231279,Stichting Doopsgezind Zorgcentrum Het Mennistenerf,1502CC,2020,154,87.16,87,92,20.77,27,130,2.33,2,87,4.07,170932,4196930,0.57,87,154,22.63,31,137,16.79,23,137,5.84,8,137,15,150,11.87,10,31.75,28,43.12,38,13.25,12,0,0,0,0,0,0,0,0,0,0,0.95,87,10.49,6555,62487,1.25,193,154
41231279,Stichting Doopsgezind Zorgcentrum Het Mennistenerf,1502CC,2021,189,87.22,87,93,26.17,28,107,1.64,1,87,3.23,138964,4308826,0.46,87,189,27.54,38,138,31.88,44,138,4.35,6,138,13,134,10.77,9,31.29,27,43.37,38,14.57,13,0,0,0,0,0,0,0,0,0,0,0.94,87,8.27,4744,57360,1.17,221,189
41232103,Stichting Hervormd Centrum Pennemes,1502WV,2019,125,55.35,55,71,31.18,29,93,1.88,1,55,3.87,108144,2794362,0.44,55,125,65.45,54,83,40,33,83,2.42,2,83,9,137,8.83,5,23.52,13,48.76,27,6.38,4,1.95,1,0,0,0,0,0.6,0,9.95,6,0.78,55,4.77,689,14446,1.27,159,125
41232103,Stichting Hervormd Centrum Pennemes,1502WV,2020,115,56.89,57,71,31.58,30,95,5.94,3,57,11.31,320894,2838174,0.49,57,115,38.1,36,95,34.92,33,95,6.35,6,95,11,127,11.21,6,24.19,14,41.24,23,9.28,5,1.34,1,0,0,0,0,0.58,0,12.16,7,0.8,57,4.67,1890,40480,1.54,177,115
41232103,Stichting Hervormd Centrum Pennemes,1502WV,2021,122,58.11,58,65,35.53,27,76,11.25,7,58,20.84,584318,2803671,0.48,58,122,36.18,36,100,29.15,29,100,4.02,4,100,9,132,12.3,7,25.35,15,38.13,22,4.59,3,1.1,1,0,0,0,0,0.62,0,17.9,10,0.9,58,8.18,3158,38602,1.19,145,122
41232302,Stichting Evean Zorg,1440AB,2019,1974,1093,1093,1375,25.28,499,1974,6.95,76,1093,12.3,7471628,60744919,0.55,1093,1974,29.26,553,1890,23.07,436,1890,1.16,22,1890,142,1283,1.57,17,27.39,299,27.48,300,18.3,200,2.69,29,0,0,9.09,99,8.49,93,4.99,55,0.79,1093,8.6,21253,247124,0.88,1737,1974
41232302,Stichting Evean Zorg,1440AB,2020,1845,1097,1097,1375,24.82,458,1845,9.09,100,1097,17.37,9709255,55902694,0.59,1097,1845,22.17,409,1845,20.05,370,1845,7.1,131,1845,65,1263,2.01,22,30.9,339,24.7,271,15.41,169,5.2,57,0,0,8.02,88,7.66,84,6.11,67,0.8,1097,10.4,186419,1792498,1,1845,1845
41232302,Stichting Evean Zorg,1440AB,2021,2057,1248,1248,1342,21,437,2081,9.97,124,1248,20.93,12259623,58587775,0.61,1248,2057,13.38,261,1951,16.86,329,1951,1.38,27,1951,61,1156,4.81,60,20.99,262,9.29,116,29.01,362,8.89,111,0.96,12,6.41,80,13.3,166,6.01,75,0.93,1248,11.1,31335,282298,1,2057,2057
41236520,Stichting De Zorgcirkel,1440AR,2019,2623,1131,1131,1409,37.36,980,2623,2.39,27,1131,7.57,3804694,50231872,0.43,1131,2623,30.84,809,2623,21.77,571,2623,2.59,68,2623,350,1567,12.72,144,14.16,160,36.64,414,15.44,175,0.12,1,0.11,1,6.37,72,2.33,26,12.11,137,0.8,1131,7.71,54198,702904,1.07,2807,2623
41236520,Stichting De Zorgcirkel,1440AR,2020,2963,1352,1352,1413,37.83,1121,2963,2.37,32,1352,3.5,2261817,64657181,0.46,1352,2963,23.27,650,2793,19.19,536,2793,2.76,77,2793,285,1384,16.04,217,13.84,187,33.55,454,13.03,176,0.64,9,0,0,7.29,99,0,0,15.62,211,0.96,1352,8.66,57625,665739,0.86,2559,2963
41236520,Stichting De Zorgcirkel,1440AR,2021,3038,1385,1385,1420,17.51,532,3038,2.6,36,1385,4.94,3383766,68518862,0.46,1385,3038,24.9,730,2932,17.64,517,2932,1.43,42,2932,299,1135,21.55,299,14.49,201,29.33,406,13.29,184,0,0,0.54,8,6.26,87,0,0,14.52,201,0.98,1385,9.23,61151,662660,1.03,3138,3038
41236583,Stichting Omring,1625HV,2019,1780,1114.09,1114,1362,20.92,372,1778,10.03,112,1114,11.3,6250694,55300192,0.63,1114,1780,22.66,379,1673,13.45,225,1673,5.02,84,1673,215,1904,9.99,111,11.59,129,55.6,619,5.78,64,0,0,2.48,28,3.58,40,2.83,32,8.16,91,0.82,1114,6.39,28452,445309,0.98,1744,1780
41236583,Stichting Omring,1625HV,2020,2028,1275.99,1276,1430,16.75,338,2018,8.99,115,1276,9.98,6395995,64118541,0.63,1276,2028,14.29,257,1799,10.51,189,1799,6.51,117,1799,230,1687,12.84,164,12.65,161,50.88,649,5.72,73,0,0,2.95,38,3.31,42,2.65,34,8.99,115,0.89,1276,7.14,34867,488519,0.99,2008,2028
41236583,Stichting Omring,1625HV,2021,2142,1380.55,1381,1454,9.27,172,1855,8.57,118,1381,9.63,6869068,71297901,0.64,1381,2142,16.64,306,1839,15.88,292,1839,5.28,97,1839,228,1471,13.21,182,13.27,183,47.46,655,6.03,83,0,0,3.68,51,4.18,58,3.19,44,8.99,124,0.95,1381,8.34,40509,485840,1.01,2164,2142
41238268,Raphaëlstichting,1870AA,2019,86,59.04,59,47,12.64,11,87,6.28,4,59,15.21,268338,1763787,0.69,59,86,43.68,38,87,43.68,38,87,10.34,9,87,17,23,0.56,0,20.93,12,17.06,10,16.7,10,0,0,2.1,1,6.83,4,0,0,11.7,7,1.25,59,9,2222,24688,1.03,89,86
41238268,Raphaëlstichting,1870AA,2020,86,62.49,62,47,20.88,19,91,9.12,6,62,14.23,782716,5499486,0.73,62,86,40.7,35,86,30.23,26,86,11.63,10,86,20,64,14.39,9,19.16,12,26.63,17,12.23,8,0,0,0,0,10.31,6,0,0,12.98,8,1.33,62,9.2,2549,27699,1.6,138,86
41238268,Raphaëlstichting,1870AA,2021,101,63.02,63,49,24.53,26,106,18.57,12,63,23.04,517068,2244577,0.62,63,101,45.83,44,96,36.46,35,96,5.21,5,96,20,78,11.84,7,29.88,19,29.96,19,11.98,8,0,0,0,0,8.49,5,0,0,6.43,4,1.28,63,16.25,4075,25076,0.95,96,101
41238376,Protestants Christelijke Stichting Voor Wonen En Zorg- Zorgcentrum Horizon,1721GA,2019,104,60,60,44,20.19,21,104,0,0,60,NA,NA,NA,0.58,60,104,31.11,28,90,7.78,7,90,6.67,6,90,18,50,11.67,7,8.33,5,56.67,34,10,6,3.33,2,0,0,0,0,0,0,10,6,0.66,29,3.92,784,20000,0.7,73,104
41238376,Protestants Christelijke Stichting Voor Wonen En Zorg- Zorgcentrum Horizon,1721GA,2020,115,68.2,68,51,18.26,21,115,0,0,68,NA,NA,NA,0.59,68,115,49.11,55,112,30.36,34,112,3.57,4,112,12,45,7.33,5,13.05,9,46.77,32,8.36,6,8.36,6,0,0,0,0,0,0,5.87,4,1.34,68,4.62,1205,26100,0.94,108,115
41238376,Protestants Christelijke Stichting Voor Wonen En Zorg- Zorgcentrum Horizon,1721GA,2021,126,73.39,73,57,23.77,29,122,2.04,2,73,3.75,136171,3633000,0.58,73,126,27.39,33,121,21.58,26,121,0.83,1,121,13,40,17.22,13,17.33,13,43.79,32,8.33,6,7.88,6,0,0,0,0,0,0,5.45,4,1.29,73,8.2,2141,26100,0.85,107,126
41239364,Stichting Alkcare,1829AC,2019,255,125.48,125,173,19.22,49,255,0.53,1,125,1.27,131000,10315210,0.49,125,255,24.53,59,241,12.47,30,241,15.8,38,241,8,135,10.27,13,15.73,20,59.89,75,8.03,10,0,0,0,0,0,0,2.58,3,3.5,4,0.73,125,6.1,3437,56333,1.45,369,255
41239364,Stichting Alkcare,1829AC,2020,406,458.23,458,146,30.05,122,406,0.46,2,458,20.03,102785,513058,1.13,458,406,19.13,77,403,23.6,95,403,46.21,186,403,91,120,27.8,127,18.2,83,37.73,173,10.11,46,1.9,9,0.68,3,0,0,0,0,3.3,15,3.14,458,6.74,5492,81540,1.34,545,406
41239364,Stichting Alkcare,1829AC,2021,436,231.85,232,148,27.98,122,436,4.35,10,232,3.06,196408,6423808,0.53,232,436,1.36,6,441,2.27,10,441,10.66,47,441,91,150,12.29,28,11.91,28,32.59,76,2.65,6,0,0,0.57,1,0,0,3.35,8,15.32,36,1.56,232,11.01,17520,159140,1.16,505,436
41241550,De Pieter Raat Stichting,1703DX,2019,241,123.07,123,163,18.05,50,277,1.11,1,123,2.71,179721,6621068,0.51,123,241,28.13,72,256,12.5,32,256,7.81,20,256,77,188,10.24,13,14.38,18,57.93,71,5.12,6,1.22,2,0,0,0,0,0,0,8.04,10,0.76,123,4.38,7489,170871,0.98,237,241
41241550,De Pieter Raat Stichting,1703DX,2020,242,135.34,135,165,16.25,45,277,2.27,3,135,5.18,342019,6607646,0.56,135,242,16.61,46,277,16.25,45,277,13.72,38,277,85,188,9.75,13,14.19,19,55.79,76,6.5,9,1.7,2,0,0,0.3,0,0,0,10.05,14,0.82,135,5.42,10113,186680,1.01,245,242
41241550,De Pieter Raat Stichting,1703DX,2021,243,138.72,139,158,20.49,58,283,0.76,1,139,1.85,132606,7172359,0.57,139,243,25.15,61,243,23.09,56,243,15.67,38,243,87,182,9.16,13,12.76,18,54.93,76,8.36,12,1.66,2,0,0,1.23,2,0,0,11.25,16,0.88,139,4.5,11697,260000,1.39,338,243
41241831,Stichting Woonzorggroep Samen,1741KW,2019,825,531.53,532,534,27.03,223,825,2.07,11,532,5.54,1400145,25267045,0.64,532,825,15.39,127,825,18.42,152,825,11.03,91,825,43,750,4.41,23,15.83,84,48.6,258,5.06,27,3.46,18,0.39,2,2.78,15,6.98,37,12.49,66,1,532,6,6,100,0.91,750,825
41241831,Stichting Woonzorggroep Samen,1741KW,2020,832,562.85,563,544,21.48,177,824,1.53,9,563,3.73,1032868,27662501,0.68,563,832,10.82,90,832,11.9,99,832,15.26,127,832,31,619,4.78,27,16.39,92,46.6,262,4.32,24,4.29,24,0.47,3,3.65,21,6.73,38,12.77,72,1.03,563,6,6,100,0.9,750,832
41241831,Stichting Woonzorggroep Samen,1741KW,2021,838,581.69,582,524,23.11,193,835,3.69,21,582,7.71,2331157,30234716,0.69,582,838,16.72,140,838,18.75,157,838,14.21,119,838,36,537,4.88,28,15.59,91,46,268,5.79,34,4.91,29,0.45,3,3.74,22,6.67,39,11.97,70,1.11,582,7.69,769,10000,0.87,729,838
41244219,"Woon-, Zorg- En Dienstencentrum 'T Dijkhuis",7437BE,2019,148,84.79,85,74,27.7,41,148,2.88,2,85,4.23,177885,4202913,0.57,85,148,31.54,44,140,19.35,27,140,2.87,4,140,7,152,0,0,10.97,9,50.24,43,1.77,2,1.17,1,0,0,0,0,26.89,23,8.96,8,1.15,85,7.85,2479,31585,1.14,169,148
41244219,"Woon-, Zorg- En Dienstencentrum 'T Dijkhuis",7437BE,2020,145,88.7,89,63,9.93,14,141,2.92,3,89,4.81,215349,4476173,0.61,89,145,13.15,19,145,17.99,26,145,9.69,14,145,15,150,0,0,9.05,8,53.06,47,13.61,12,2.12,2,0,0,0,0,22.14,20,0,0,1.4,89,6.65,11038,165978,1.5,218,145
